book	chapter	verse	anchor	references
Prov	26	4	Answer not a fool according to his folly, lest thou also be like unto him.	Prov 17:14|Judg 12:1-6|2 Sam 19:41-43|1 Kgs 12:14,16|2 Kgs 14:8-10|1 Pet 2:21-23|1 Pet 3:9|Jude 1:9
Prov	26	5	a fool	1 Kgs 22:24-28|Jer 36:17-18|Matt 15:1-3|Matt 16:1-4|Matt 21:23-27|Matt 22:15-32|Luke 12:13-21|Luke 13:23-30|John 8:7|John 9:26-33|Titus 1:13
Prov	26	5	lest	Prov 26:12|Prov 28:11|Rom 11:25
Prov	26	5	conceit	Isa 5:21|Rom 12:16
Prov	26	6	sendeth	Prov 10:26|Prov 13:17|Prov 25:13|Num 13:31
Prov	26	7	so	Prov 26:9|Prov 17:7|Ps 50:16-21|Ps 64:8|Matt 7:4-5|Luke 4:23
Prov	26	8	so	Prov 26:1|Prov 19:10|Prov 30:22
Prov	26	9	As a thorn goeth up into the hand of a drunkard, so is a parable in the mouth of fools.	Prov 23:35
Prov	26	10	both	Prov 26:8|Prov 26:6|Prov 17:12|Judg 9:4|1 Tim 5:22
Prov	26	11	a dog	Exod 8:15|Matt 12:45|2 Pet 2:22
Prov	26	12	Seest	Prov 22:29|Prov 29:20|Matt 21:31|Luke 7:44
Prov	26	12	a man	Prov 26:5,16|Prov 28:11|Prov 29:20|Matt 21:31|Luke 18:11|Rom 12:16|1 Cor 3:18-19|2 Cor 8:1-2|Rev 3:17
Prov	26	13	The slothful man saith, There is a lion in the way; a lion is in the streets.	Prov 15:19|Prov 19:15|Prov 22:13
Prov	26	14	As the door turneth upon his hinges, so doth the slothful upon his bed.	Prov 6:9-10|Prov 12:24,27|Prov 24:33|Heb 6:12
Prov	26	15	slothful	Prov 19:24
Prov	26	16	The	Prov 26:12|Prov 12:15|1 Pet 3:15
Prov	26	17	passeth	Prov 17:11|Prov 18:6|Prov 20:3|Luke 12:14|2 Tim 2:23-24
Prov	26	18	arrows	Prov 7:23|Prov 25:18|Gen 49:23
Prov	26	19	and	Prov 10:23|Prov 14:9|Prov 15:21|Eph 5:4|2 Pet 2:13
Prov	26	20	so	Prov 26:22|Prov 16:28|Prov 22:10|Jas 3:6
Prov	26	21	As coals are to burning coals, and wood to fire; so is a contentious man to kindle strife.	Prov 10:12|Prov 15:18|Prov 29:22|Prov 30:33|2 Sam 20:1|1 Kgs 12:2-3,20|Ps 120:4
Prov	26	22	words	Prov 18:8|Prov 20:19|Ezek 22:9
Prov	26	23	Burning lips and a wicked heart are like a potsherd covered with silver dross.	Prov 10:18|2 Sam 20:9-10|Ezek 33:31|Luke 22:47-48
Prov	26	24	deceit	Prov 11:1|Prov 12:5,17,20|Prov 14:8
Prov	26	25	speaketh fair	Ps 12:2|Ps 28:3|Jer 9:2-8|Mic 7:5
Prov	26	25	believe	Jer 12:6|Matt 24:23
Prov	26	25	seven	Prov 6:16-19
Prov	26	26	Whose hatred is covered by deceit	Gen 4:8|1 Sam 18:17,21|2 Sam 3:27-30|2 Sam 13:22-28|Ps 55:21-23
Prov	26	27	diggeth	Prov 28:10|Esth 7:10|Ps 7:15-16|Ps 9:15|Ps 10:2|Ps 57:6|Eccl 10:8
Prov	26	28	lying	John 8:40,44-49|John 10:32-33|John 15:22-24
Prov	26	28	a flattering	Prov 6:24|Prov 7:5,21-23|Prov 29:5|Luke 20:20-21
Prov	27	1	Boast	Ps 95:7|Isa 56:12|Luke 12:19-20|2 Cor 6:2|Jas 4:13-16
Prov	27	1	thou	1 Sam 28:19
Prov	27	2	Let another man praise thee, and not thine own mouth; a stranger, and not thine own lips.	Prov 25:27|2 Cor 10:12,18|2 Cor 12:11
Prov	27	3	but	Prov 17:12|Gen 34:25-26|Gen 49:7|1 Sam 22:18-19|Esth 3:5-6|Dan 3:19|1 John 3:12
Prov	27	4	cruel, and anger is outrageous	Jas 1:19-21
Prov	27	4	but	Prov 14:30|Gen 26:14|Gen 37:11|Job 5:2|Matt 27:18|Acts 5:17|Acts 7:9|Acts 17:5|Rom 1:29|Jas 3:14-16|Jas 4:5-6|1 John 3:12
Prov	27	4	envy	Prov 6:34|Song 8:6
Prov	27	5	Open rebuke is better than secret love.	Prov 28:23|Lev 19:17|Matt 18:15|Gal 2:14|1 Tim 5:20
Prov	27	6	the wounds	2 Sam 12:7-15|Job 5:17-18|Ps 141:5|Heb 12:10|Rev 3:19
Prov	27	6	the kisses	Prov 10:18|Prov 26:23-26|2 Sam 20:9-10|Matt 26:48-50
Prov	27	7	full	Num 11:4-9,18-20|Num 21:5
Prov	27	7	to	Job 6:7|Luke 15:16-17|John 6:9
Prov	27	8	a bird	Job 39:14-16|Isa 16:2
Prov	27	8	man	Prov 21:16|Gen 4:16|Gen 16:6-8|1 Sam 22:5|1 Sam 27:1-12|1 Kgs 19:9|Neh 6:11-13|Jonah 1:3,10-17|1 Cor 7:20|Jude 1:13
Prov	27	9	Ointment	Prov 7:17|Judg 9:9|Ps 45:7-8|Ps 104:15|Ps 133:2|Song 1:3|Song 3:6|Song 4:10|John 12:3|2 Cor 2:15-16
Prov	27	9	so	Prov 15:23|Prov 16:21,23-24|Exod 18:17-24|1 Sam 23:16-17|Ezra 10:2-4|Acts 28:15
Prov	27	10	own	2 Sam 19:24,28|2 Sam 21:7|1 Kgs 12:6-8|2 Chr 24:22|Isa 41:8-10|Jer 2:5
Prov	27	10	neither	Prov 19:7|Job 6:21-23|Obad 1:12-14
Prov	27	10	better	Prov 17:17|Prov 18:24|Luke 10:30-37|Acts 23:12,23-35
Prov	27	11	be wise	Prov 10:1|Prov 15:20|Prov 23:15-16,24-25|Eccl 2:18-21|Phlm 1:7,19-20|2 John 1:4
Prov	27	11	that I	Ps 119:42|Ps 127:4-5
Prov	27	12	A prudent man foreseeth the evil, and hideth himself; but the simple pass on, and are punished.	Prov 18:10|Prov 22:3|Exod 9:20-21|Ps 57:1-3|Isa 26:20-21|Matt 3:7|Heb 6:18|Heb 11:7|2 Pet 3:7,10-14
Prov	27	13	Take his garment that is surety for a stranger, and take a pledge of him for a strange woman.	Prov 6:1-4|Prov 20:16|Prov 22:26-27|Exod 22:26
Prov	27	14	He that	2 Sam 15:2-7|2 Sam 16:16-19|2 Sam 17:7-13|1 Kgs 22:6,13|Jer 28:2-4|Acts 12:22-23
Prov	27	15	A continual	Prov 19:13|Prov 21:9,19|Prov 25:24|Job 14:19
Prov	27	16	the ointment	John 12:3
Prov	27	17	Iron	1 Sam 13:20-21
Prov	27	17	so	Prov 27:9|Josh 1:18|Josh 2:24|1 Sam 11:9-10|1 Sam 23:16|2 Sam 10:11-12|Job 4:3-4|Isa 35:3-4|1 Thess 3:3|2 Tim 1:8,12|2 Tim 2:3,9-13|Heb 10:24|Jas 1:2|1 Pet 4:12-13
Prov	27	18	keepeth	Song 8:12|1 Cor 9:7,13
Prov	27	18	so	Prov 17:2|Prov 22:29|Gen 24:2-3|Gen 39:2-5,22-23|Exod 24:13|2 Kgs 3:11|2 Kgs 5:2-3,25,27|Mark 10:43|Acts 10:7|Col 3:22
Prov	27	18	shall be	1 Sam 2:30|Ps 123:2|Matt 24:25,46|Matt 25:21-22|Luke 12:37,43-44|John 12:26|1 Pet 2:18,21
Prov	27	19	in	Jas 1:22-25
Prov	27	19	so	Gen 6:5|Ps 33:15|Mark 7:21
Prov	27	20	Hell	Prov 30:15-16|Hab 2:5
Prov	27	20	so	Prov 23:5|Eccl 1:8|Eccl 2:10-11|Eccl 5:10-11|Eccl 6:7|Jer 22:17|1 John 2:16
Prov	27	21	the fining	Prov 17:3|Ps 12:6|Ps 66:10|Zech 13:9|Mal 3:3|1 Pet 1:7|1 Pet 4:12
Prov	27	21	so	1 Sam 18:7-8,15-16,30|2 Sam 14:25|2 Sam 15:6-12
Prov	27	22	Though thou shouldest bray a fool in a mortar among wheat with a pestle, yet will not his foolishness depart from him.	Prov 23:35|Exod 12:30|Exod 14:5|Exod 15:9|2 Chr 28:22-23|Isa 1:5|Jer 5:3|Jer 44:15-16|Rev 16:10-11
Prov	27	23	diligent	Gen 31:38-40|Gen 33:13|1 Sam 17:28|1 Chr 27:29-31|2 Chr 26:10|Ezek 34:22-24,31|John 21:15-17|1 Pet 5:2
Prov	27	23	look well	Prov 24:32|Exod 7:23|Deut 32:46
Prov	27	24	For	Prov 23:5|Zeph 1:18|1 Tim 6:17-18
Prov	27	24	riches	Jas 1:10
Prov	27	24	doth	2 Sam 7:16|Ps 89:36|Isa 9:7
Prov	27	25	hay	Prov 10:5|Ps 104:14
Prov	27	26	The lambs are for thy clothing, and the goats are the price of the field.	Job 31:20
Prov	27	27	enough	Prov 30:8-9|Matt 6:33
Prov	28	1	wicked	Lev 26:17,36|Deut 28:7,25|2 Kgs 7:6-7,15|Ps 53:5|Isa 7:2|Jer 20:4
Prov	28	1	the righteous	Exod 11:8|Ps 27:1-2|Ps 46:2-3|Ps 112:7|Isa 26:3-4|Dan 3:16-18|Dan 6:10-11|Acts 4:13|Acts 14:3|1 Thess 2:2
Prov	28	2	the transgression	1 Kgs 15:25,28|1 Kgs 16:8-29|2 Kgs 15:8-31|2 Chr 36:1-12|Isa 3:1-7|Hos 13:11
Prov	28	2	but	Gen 45:5-8|2 Chr 32:20-26|Job 22:28-30|Eccl 9:15|Isa 58:12|Dan 4:27
Prov	28	3	poor man	Matt 18:28-30
Prov	28	4	that	1 Sam 23:19-21|Ps 10:3|Ps 49:18|Jer 5:30|Matt 3:15|Acts 12:22|Acts 24:2-4|Rom 1:32|1 John 4:5
Prov	28	4	but	1 Sam 15:14-24|1 Sam 22:14-15|1 Kgs 18:18,21|1 Kgs 20:41-42|1 Kgs 21:19-20|1 Kgs 22:19-28|2 Kgs 3:13-14|Neh 5:7-13|Neh 13:8-11,17-20,23-26,28|Matt 3:7|Matt 14:4|Acts 15:2|Acts 19:9|Gal 2:3-6|Eph 5:11|1 Thess 2:2|Jude 1:3
Prov	28	5	Evil men understand not judgment: but they that seek the LORD understand all things.	Prov 15:24|Prov 24:7|Ps 25:14|Ps 92:6|Jer 4:22|Mark 4:10-13|John 7:17|1 Cor 2:14-15|Jas 1:5|1 John 2:20,27
Prov	28	6	Better is the poor that walketh in his uprightness, than he that is perverse in his ways, though he be rich.	Prov 28:18|Prov 16:8|Prov 19:1,22|Luke 16:19-23|Acts 24:24-27
Prov	28	7	keepeth	Prov 2:1-6|Prov 3:1-35
Prov	28	7	but	Prov 28:24|Prov 19:26|Prov 23:19-22|Prov 29:3,15|Luke 15:13,30|1 Pet 4:3-4
Prov	28	8	that by	Prov 13:22|Job 27:16-17|Eccl 2:26
Prov	28	8	unjust gain	Lev 25:36|Ezek 18:8,13,17
Prov	28	8	pity	Prov 19:7|2 Sam 12:6
Prov	28	9	turneth	Prov 21:13|Isa 1:15-16|Isa 58:7-11|Zech 7:11-13|2 Tim 4:3-4
Prov	28	9	even	Prov 15:8|Ps 66:18|Ps 109:7|Luke 13:25-27
Prov	28	10	causeth	Num 31:15-16|1 Sam 26:19|Acts 13:8-10|Rom 16:17-18|2 Cor 11:3-4,13-15|Gal 1:8-9|Gal 2:4|Gal 3:1-4|2 Pet 2:18-20|Rev 2:14
Prov	28	10	he shall	Prov 26:27|Ps 7:15-16|Ps 9:15|Eccl 10:8
Prov	28	10	but	Prov 10:3|Prov 15:6|Prov 21:20|Deut 7:12-14|Ps 37:11,25-26|Matt 6:33
Prov	28	11	rich	Prov 18:11|Prov 23:4|Isa 10:13-14|Ezek 28:3-5|Luke 16:13-14|1 Cor 3:18-19|1 Tim 6:17
Prov	28	11	his own conceit	Prov 26:16|Isa 5:21|Rom 11:25|Rom 12:16
Prov	28	11	the poor	Prov 18:17|Prov 19:1|Job 32:9|Eccl 9:15-17
Prov	28	12	righteous	Prov 28:28|Prov 11:10|Prov 29:2|1 Chr 15:25-28|1 Chr 16:7-36|1 Chr 29:20-22|2 Chr 7:10|2 Chr 30:22-27|Esth 8:15-17|Job 29:11-20|Luke 19:37-38
Prov	28	12	but	1 Sam 24:11|1 Kgs 17:3-24|1 Kgs 18:13|1 Kgs 19:3|Eccl 10:6,16|Jer 36:26|Heb 11:37-38
Prov	28	12	hidden	Jer 5:1
Prov	28	13	that	Prov 10:12|Prov 17:9|Gen 3:12-13|Gen 4:9|1 Sam 15:13,24|Job 31:33|Ps 32:3-5|Jer 2:22-23|Matt 23:25-28
Prov	28	13	whoso	Lev 26:40-42|1 Kgs 8:47-49|Job 33:27|Ps 51:1-5,10|Jer 3:12-13|Dan 9:20-23|Luke 15:18-24|1 John 1:8-10
Prov	28	13	and forsaketh	Exod 10:16-17|1 Sam 15:30|Matt 3:6-10|Matt 27:4-5|Acts 26:20
Prov	28	14	Happy	Prov 23:17|Ps 2:11|Ps 16:8|Ps 112:1|Isa 66:2|Jer 32:40|Rom 11:20|Heb 4:1|1 Pet 1:17
Prov	28	14	but	Prov 29:1|Exod 7:22|Exod 14:23|Job 9:4|Rom 2:4
Prov	28	15	a roaring	Prov 20:2|Hos 5:11|1 Pet 5:8
Prov	28	15	a ranging	Prov 17:12|2 Kgs 2:24|Hos 13:8
Prov	28	15	so	Exod 1:14-16,22|1 Sam 22:17-19|2 Kgs 15:16|2 Kgs 21:16|Esth 3:6-10|Matt 2:16
Prov	28	16	prince	1 Kgs 12:10,14|Neh 5:15|Eccl 4:1|Isa 3:12|Amos 4:1
Prov	28	16	he that	Exod 18:21|Isa 33:15-16|Jer 22:15-17
Prov	28	17	A man that doeth violence to the blood of any person shall flee to the pit; let no man stay him.	Gen 9:6|Exod 21:14|Num 35:14-34|1 Kgs 21:19,23|2 Kgs 9:26|2 Chr 24:21-25|Matt 27:4-5|Acts 28:4
Prov	28	18	walketh	Prov 10:9,25|Prov 11:3-6|Ps 25:21|Ps 26:11|Ps 84:11|Gal 2:14
Prov	28	18	but	Prov 28:6|Num 22:32|Ps 73:18-20|Ps 125:5|1 Thess 5:3|2 Pet 2:1-3|Rev 3:3
Prov	28	19	that tilleth	Prov 12:11|Prov 14:4|Prov 27:23-27
Prov	28	19	but	Prov 13:20|Prov 23:20-21|Judg 9:4|Luke 15:12-17
Prov	28	20	faithful	Prov 20:6|1 Sam 22:14|Neh 7:2|Ps 101:6|Ps 112:4-9|Luke 12:42|Luke 16:1,10-12|1 Cor 4:2-5|Rev 2:10,13
Prov	28	20	but	Prov 28:22|Prov 13:11|Prov 20:21|Prov 23:4|2 Kgs 5:20-27|1 Tim 6:9-10
Prov	28	20	innocent	Prov 17:5
Prov	28	21	respect	Prov 18:5|Prov 24:23|Exod 23:2,8
Prov	28	21	for	Ezek 13:19|Hos 4:18|Mic 3:5|Mic 7:3|Rom 16:18|2 Pet 2:3
Prov	28	22	that hasteth, etc	Prov 28:20|1 Tim 6:9
Prov	28	22	an evil	Prov 23:6|Matt 20:15|Mark 7:22
Prov	28	22	and	Gen 13:10-13|Gen 19:17|Job 20:18-22|Job 27:16-17
Prov	28	23	He that rebuketh a man afterwards shall find more favour than he that flattereth with the tongue.	Prov 27:5-6|2 Sam 12:7|1 Kgs 1:23,32-40|Ps 141:5|Matt 18:15|Gal 2:11|2 Pet 3:15-16
Prov	28	24	robbeth	Prov 19:26|Judg 17:2|Matt 15:4-6
Prov	28	24	the same	Prov 28:7|Prov 13:20|Prov 18:9
Prov	28	25	that is	Prov 10:12|Prov 13:10|Prov 15:18|Prov 21:24|Prov 22:10|Prov 29:22
Prov	28	25	he that putteth	Ps 84:12|Jer 17:7-8|1 Tim 6:6
Prov	28	25	made	Prov 11:25|Prov 13:4|Prov 15:30|Isa 58:11
Prov	28	26	that	Prov 3:5|2 Kgs 8:13|Jer 17:9|Mark 7:21-23|Mark 14:27-31|Rom 8:7
Prov	28	26	but	Job 28:28|2 Tim 3:15|Jas 1:5|Jas 3:13-18
Prov	28	27	that giveth	Prov 19:17|Prov 22:9|Deut 15:7,10|Ps 41:1-3|Ps 112:5-9|2 Cor 9:6-11|Heb 13:16
Prov	28	27	hideth	Isa 1:15
Prov	28	27	shall	Prov 11:26|Prov 24:24
Prov	28	28	the wicked	Prov 28:12|Prov 29:2
Prov	28	28	hide	Job 24:4
Prov	28	28	they perish	Esth 8:17|Acts 12:23-24
Prov	29	1	He, that being often reproved	Prov 1:24-31|1 Sam 2:25,34|1 Kgs 17:1|1 Kgs 18:18|1 Kgs 20:42|1 Kgs 21:20-23|1 Kgs 22:20-23,28,34-37|2 Chr 25:16|2 Chr 33:10|2 Chr 36:15-17|Jer 25:3-5|Jer 26:3-5|Jer 35:13-16|Zech 1:3-6|Matt 26:21-25|John 6:70-71|John 13:10-11,18,26|Acts 1:18,25
Prov	29	1	hardeneth	2 Chr 36:13|Neh 9:29|Isa 48:4|Jer 17:23
Prov	29	1	shall	Prov 6:15|Prov 28:18|Isa 30:13-14|Zech 7:11-14|1 Thess 5:3
Prov	29	2	the righteous	Prov 11:10|Prov 28:12,28|Esth 8:15|Ps 72:1-7|Isa 32:1-2|Jer 23:5-6|Rev 11:15
Prov	29	2	when the wicked	Esth 3:15|Eccl 10:5|Matt 2:3,16
Prov	29	3	loveth	Prov 10:1|Prov 15:20|Prov 23:15,24-25|Prov 27:11|Luke 1:13-17
Prov	29	3	he	Prov 5:8-10|Prov 6:26|Prov 21:17,20|Prov 28:7,19|Luke 15:13,30
Prov	29	4	king	Prov 29:14|Prov 16:12|Prov 20:8|1 Sam 13:13|2 Sam 8:15|1 Kgs 2:12|Ps 89:14|Ps 99:4|Isa 9:7|Isa 49:8
Prov	29	4	he that receiveth gifts	2 Kgs 15:18-20|Jer 22:13-17|Dan 11:20|Mic 7:3
Prov	29	5	that	Prov 7:5,21|Prov 20:19|Prov 26:24-25,28|2 Sam 14:17-24|Job 17:5|Ps 5:9|Ps 12:2|1 Thess 2:5
Prov	29	5	spreadeth	Prov 1:17|Lam 1:13|Hos 5:1|Luke 20:20-21|Rom 16:18
Prov	29	6	the transgression	Prov 5:22|Prov 11:5-6|Prov 12:13|Job 18:7-10|Ps 11:6|Isa 8:14-15|2 Tim 2:26
Prov	29	6	but	Ps 97:11|Ps 118:15|Ps 132:16|Rom 5:2-3|Jas 1:2|1 Pet 1:8|1 John 1:4
Prov	29	7	considereth	Job 29:16|Job 31:13,21|Ps 31:7|Ps 41:1|Gal 6:1
Prov	29	7	but	Prov 21:13|1 Sam 25:9-11|Jer 5:28|Jer 22:15-17|Ezek 22:7,29-31|Mic 3:1-4
Prov	29	8	Scornful	Prov 11:11|Isa 28:14-22|Matt 27:39-43|John 9:40-41|John 11:47-50|1 Thess 2:15-16
Prov	29	8	bring a city into a snare	Jas 3:5-6
Prov	29	8	wise	Exod 32:10-14|Num 16:48|Num 25:11|Deut 9:18-20|2 Sam 24:16-17|Jer 15:1|Ezek 22:30|Amos 7:2-6|Jas 5:15-18
Prov	29	9	If a wise man contendeth with a foolish man, whether he rage or laugh, there is no rest.	Prov 26:4|Eccl 10:13|Matt 7:6|Matt 11:17-19
Prov	29	10	The blood-thirsty	Gen 4:5-8|1 Sam 20:31-33|1 Sam 22:11-23|1 Kgs 21:20|1 Kgs 22:8|2 Chr 18:7|Mark 6:18-19,24-27|John 15:18-19|1 John 3:12-13
Prov	29	10	but	1 Sam 15:11|Jer 13:15-17|Jer 18:20|Jer 40:14-16|Luke 23:34|John 5:34|Acts 7:60|Rom 10:1
Prov	29	11	A fool uttereth all his mind: but a wise man keepeth it in till afterwards.	Prov 12:16,23|Prov 14:33|Judg 16:17|Amos 5:13|Mic 7:5
Prov	29	12	If a ruler hearken to lies, all his servants are wicked.	Prov 20:8|Prov 25:23|1 Sam 22:8-23|1 Sam 23:19-23|2 Sam 3:7-11|2 Sam 4:5-12|1 Kgs 21:11-13|2 Kgs 10:6-7|Ps 52:2-4|Ps 101:5-7
Prov	29	13	the deceitful man	Matt 9:9|1 Cor 6:10
Prov	29	13	meet	Prov 22:2|Exod 22:25-26|Lev 25:35-37|Neh 5:5-7
Prov	29	13	Lord	Ps 13:3|Matt 5:45|Eph 2:1
Prov	29	14	king	Prov 29:4|Prov 16:12|Prov 20:28|Prov 25:5|Prov 28:16|Job 29:11-18|Ps 72:2-4,12-14|Ps 82:2-3|Ps 89:2|Isa 1:17|Isa 11:4|Jer 5:28|Jer 22:16|Dan 4:27
Prov	29	14	his throne	Isa 9:6-7|Luke 1:32-33|Heb 1:8-9
Prov	29	15	a rod	Prov 29:17,21|Prov 22:6,15|Prov 23:13-14|Heb 12:10-11
Prov	29	15	a child	Prov 10:1,5|Prov 17:21,25|1 Kgs 1:6
Prov	29	16	the wicked	Prov 29:2
Prov	29	16	but	Ps 37:34,36|Ps 58:10|Ps 91:8|Ps 92:9,11|Ps 112:8|Rev 15:4|Rev 18:20
Prov	29	17	Correct thy son, and he shall give thee rest; yea, he shall give delight unto thy soul.	Prov 29:15|Prov 13:24|Prov 19:18|Prov 22:15|Prov 23:13-14
Prov	29	18	there	1 Sam 3:1|Hos 4:6|Amos 8:11-12|Matt 9:36|Rom 10:13-15
Prov	29	18	perish	2 Chr 28:19
Prov	29	18	but	Prov 19:16|Ps 19:11|Ps 119:2|Luke 11:28|John 13:17|John 14:21-23|Jas 1:25|Rev 22:14
Prov	29	19	servant	Prov 26:3|Prov 30:22
Prov	29	19	though	Job 19:16
Prov	29	20	Seest	Prov 29:11|Eccl 5:2|Jas 1:19
Prov	29	20	words	Prov 14:29|Prov 21:5
Prov	29	20	more	Prov 26:12
Prov	29	22	angry	Prov 10:12|Prov 15:18|Prov 17:19|Prov 26:21|Prov 30:33
Prov	29	22	a furious	Prov 17:19|Prov 22:24|Jas 3:16
Prov	29	23	man's	Prov 18:12|2 Chr 32:25-26|2 Chr 33:10-12,23-24|Job 22:29|Job 40:12|Isa 2:11-12|Dan 4:30-37|Dan 5:20-21|Luke 14:11|Luke 18:14|Acts 12:23|Jas 4:6-10|1 Pet 5:5
Prov	29	23	honour	Prov 15:33|Deut 8:2-3,16|Isa 57:15|Isa 66:2|Matt 5:3|Matt 18:4|Matt 23:12
Prov	29	24	partner	Prov 1:11-19|Ps 50:18-22|Isa 1:23|Mark 11:17
Prov	29	24	hateth	Prov 6:32|Prov 8:36|Prov 15:32|Prov 20:2
Prov	29	24	he	Lev 5:1|Judg 17:2
Prov	29	25	fear	Gen 12:11-13|Gen 20:2,11|Gen 26:7|Exod 32:22-24|1 Sam 15:24|1 Sam 27:1,11|1 Kgs 19:3|Isa 57:11|Matt 10:28|Matt 15:12|Matt 26:69-74|John 3:2|John 9:22|John 12:42|John 19:12-13|Gal 2:11-13|2 Tim 4:16-17
Prov	29	25	whoso	Prov 16:20|Prov 18:10|Prov 30:5|1 Chr 5:20|Ps 118:8|Ps 125:1|Eccl 7:18|Dan 3:28|Dan 6:23|1 Pet 1:21
Prov	29	25	safe	Ps 69:29|Ps 91:14
Prov	29	26	seek	Prov 19:6|Ps 20:9
Prov	29	26	ruler's favour	Prov 16:7|Prov 19:21|Prov 21:1|Gen 43:14|Ezra 7:27-28|Neh 1:11|Esth 4:16|Ps 20:9|Ps 62:12|Isa 46:9-11|Dan 4:35
Prov	29	27	An unjust man is an abomination to the just: and he that is upright in the way is abomination to the wicked.	Prov 24:9|Ps 119:115|Ps 139:21|Zech 11:8|John 7:7|John 15:17-19,23|1 John 3:13
Prov	30	1	even	Prov 31:1|2 Pet 1:19-21
Prov	30	2	I am	Job 42:3-6|Ps 73:22|Isa 6:5|Rom 11:25|1 Cor 3:18|1 Cor 8:2|Jas 1:5
Prov	30	2	brutish	Prov 5:12|Ps 92:6|Jer 10:14|2 Pet 2:12-16
Prov	30	3	neither	Amos 7:14-15|Matt 16:17
Prov	30	3	nor	Job 11:7-9|Matt 11:27|John 17:3|Rom 11:33|Eph 3:18-19
Prov	30	3	have	Isa 6:3,10|Isa 30:11|Isa 57:15|Rev 3:7|Rev 4:8
Prov	30	4	Who hath ascended	Deut 30:12|John 3:13|Rom 10:6|Eph 4:9-10
Prov	30	4	who hath gathered	Job 38:4-41|Ps 104:2-35|Isa 40:12-31|Isa 53:8
Prov	30	4	what is his name	Exod 3:13-15|Exod 6:3|Exod 34:5-7|Deut 28:58
Prov	30	4	and what	Gen 32:29|Judg 13:18|Ps 2:7|Isa 7:14|Isa 9:6|Jer 23:6|Matt 1:21-23|Matt 11:27|Luke 10:22
Prov	30	5	word	Ps 12:6|Ps 18:30|Ps 19:8|Ps 119:140|Rom 7:12|Jas 3:17
Prov	30	5	pure	Gen 15:1|Ps 84:11|Ps 91:2|Ps 115:9-11|Ps 144:2
Prov	30	6	Add	Deut 4:2|Deut 12:32|Rev 22:18-19
Prov	30	6	and	Job 13:7-9|1 Cor 15:15
Prov	30	7	have	1 Kgs 3:5-9|2 Kgs 2:9|Ps 27:4|Luke 10:42
Prov	30	7	deny me them not	Ps 21:2
Prov	30	8	Remove	Prov 21:6|Prov 22:8|Prov 23:5|Ps 62:9-10|Ps 119:29,37|Eccl 1:2|Isa 5:18|Isa 59:4|John 2:8|Acts 14:15
Prov	30	8	feed	Gen 28:20|Gen 48:15-16|Exod 16:15,18,21-22,29,35|Matt 6:11,33|Luke 11:3|1 Tim 6:6-8
Prov	30	8	convenient for me	2 Kgs 25:30|Jer 37:21|Jer 52:34
Prov	30	9	I be full	Deut 6:10-12|Deut 8:10-14|Deut 31:20|Deut 32:15|Neh 9:25-26|Job 31:24-28|Jer 2:31|Ezek 16:14-15,49-50|Dan 4:17,30|Hos 13:6|Acts 12:22-23
Prov	30	9	Who	Exod 5:2|2 Chr 32:15-17
Prov	30	9	or	Prov 6:30-31|Ps 125:3
Prov	30	9	and take the name	Prov 29:24|Exod 20:7|Lev 5:1|Matt 26:72,74
Prov	30	10	Accuse not	Prov 24:23|Deut 23:15|1 Sam 22:9-10|1 Sam 24:9|1 Sam 26:19|1 Sam 30:15|2 Sam 16:1-4|2 Sam 19:26-27|Dan 3:8-18|Dan 6:13,24|Rom 14:4
Prov	30	10	lest	Prov 11:26|Prov 24:24|Prov 28:27|Deut 15:9|2 Chr 24:22-24
Prov	30	11	a generation	Prov 30:12-14|Matt 3:7|1 Pet 2:9
Prov	30	11	that curseth	Prov 30:17|Prov 20:20|Lev 20:9|Deut 21:20-21|Deut 27:16|Matt 15:4-6|Mark 7:10-13
Prov	30	11	doth	1 Tim 5:4,8
Prov	30	12	that are	Prov 21:2|Judg 17:5,13|1 Sam 15:13-14|Job 33:9|Ps 36:2|Isa 65:5|Jer 2:22-24,35|Luke 11:39-40|Luke 16:15|Luke 18:11|2 Tim 3:5|Titus 1:15-16|1 John 1:8-10
Prov	30	12	not	Ps 51:2,7|Isa 1:16|Jer 4:14|Ezek 36:25|Zech 13:1|1 Cor 6:11|Titus 3:5|1 John 1:7|Rev 1:5
Prov	30	13	There is a generation, O how lofty are their eyes! and their eyelids are lifted up.	Prov 6:17|Prov 21:4|Ps 101:5|Ps 131:1|Isa 2:11|Isa 3:16|Ezek 28:2-5,9|Dan 11:36-37|Hab 2:4|2 Thess 2:3-4
Prov	30	14	whose	Prov 12:18|Job 29:17|Ps 3:7|Ps 52:2|Ps 57:4|Ps 58:6|Dan 7:5-7|Rev 9:8
Prov	30	14	to devour	Prov 22:16|Prov 28:3|Ps 10:8-9|Ps 12:5|Ps 14:4|Eccl 4:1|Isa 32:7|Amos 2:7|Amos 4:1|Amos 8:4|Mic 2:1-2|Mic 3:1-5|Hab 3:14|Zeph 3:3|Matt 23:14|Jas 5:1-4
Prov	30	15	The horseleach	Isa 57:3|Ezek 16:44-46|Matt 23:32|John 8:39,44
Prov	30	15	Give	Isa 56:11-12|Hos 4:18|Mic 7:3|Rom 16:18|2 Pet 2:3,13-15|Jude 1:11-12
Prov	30	15	There	Prov 30:21,24,29|Prov 6:16|Amos 1:3,6,9,11,13|Amos 2:1,4
